,Symbol,Sell Time,Buy Time,High at order,Low at order,Entry,Exit,Entry Price,Exit Price,Sell Price,Buy Price,Exit Type,Operation,StopLoss,P and L
519,DRREDDY,2022-08-18 10:45:00,2022-08-18 10:00:00,4208.85,4192.4,2022-08-18 10:00:00,2022-08-18 10:45:00,4208.85,4192.4,4192.4,4208.85,StopLoss,lower,4192.4,-16.450000000000728
520,CUB,2022-08-19 09:45:00,2022-08-19 15:00:00,182.95,181.6,2022-08-19 09:45:00,2022-08-19 15:00:00,181.6,176.25,181.6,176.25,DayEnd,upper,182.95,5.349999999999994
521,TECHM,2022-08-19 10:15:00,2022-08-19 15:00:00,1135.0,1128.7,2022-08-19 10:15:00,2022-08-19 15:00:00,1128.7,1108.4,1128.7,1108.4,DayEnd,upper,1135.0,20.299999999999955
522,COFORGE,2022-08-19 10:00:00,2022-08-19 15:00:00,4032.95,4002.55,2022-08-19 10:00:00,2022-08-19 15:00:00,4002.55,3942.5,4002.55,3942.5,DayEnd,upper,4032.95,60.05000000000018
523,TATACHEM,2022-08-19 10:00:00,2022-08-19 15:00:00,1178.5,1160.1,2022-08-19 10:00:00,2022-08-19 15:00:00,1160.1,1131.95,1160.1,1131.95,DayEnd,upper,1178.5,28.149999999999864
524,HINDPETRO,2022-08-22 10:30:00,2022-08-22 10:15:00,248.95,248.15,2022-08-22 10:15:00,2022-08-22 10:30:00,248.95,248.15,248.15,248.95,StopLoss,lower,248.15,-0.799999999999983
525,VBL,2022-08-22 12:30:00,2022-08-22 10:00:00,956.85,954.2,2022-08-22 10:00:00,2022-08-22 12:30:00,956.85,954.2,954.2,956.85,StopLoss,lower,954.2,-2.6499999999999773
526,TATAELXSI,2022-08-22 12:45:00,2022-08-22 10:00:00,9837.7,9780.0,2022-08-22 10:00:00,2022-08-22 12:45:00,9837.7,9780.0,9780.0,9837.7,StopLoss,lower,9780.0,-57.70000000000073
527,ONGC,2022-08-22 15:00:00,2022-08-22 10:00:00,131.4,130.25,2022-08-22 10:00:00,2022-08-22 15:00:00,131.4,131.65,131.65,131.4,DayEnd,lower,130.25,0.25
528,JUBLFOOD,2022-08-22 11:00:00,2022-08-22 10:15:00,576.9,573.15,2022-08-22 10:15:00,2022-08-22 11:00:00,576.9,573.15,573.15,576.9,StopLoss,lower,573.15,-3.75
529,INFY,2022-08-23 10:15:00,2022-08-23 09:45:00,1554.5,1543.15,2022-08-23 09:45:00,2022-08-23 10:15:00,1554.5,1543.15,1543.15,1554.5,StopLoss,lower,1543.15,-11.349999999999909
530,TECHM,2022-08-23 10:15:00,2022-08-23 09:45:00,1062.0,1057.0,2022-08-23 09:45:00,2022-08-23 10:15:00,1062.0,1057.0,1057.0,1062.0,StopLoss,lower,1057.0,-5.0
531,HCLTECH,2022-08-23 10:00:00,2022-08-23 09:45:00,948.45,944.95,2022-08-23 09:45:00,2022-08-23 10:00:00,948.45,944.95,944.95,948.45,StopLoss,lower,944.95,-3.5
532,LTTS,2022-08-23 15:00:00,2022-08-23 11:15:00,3554.95,3531.15,2022-08-23 11:15:00,2022-08-23 15:00:00,3554.95,3648.7,3648.7,3554.95,DayEnd,lower,3531.15,93.75
533,WIPRO,2022-08-23 10:15:00,2022-08-23 09:45:00,417.5,415.5,2022-08-23 09:45:00,2022-08-23 10:15:00,417.5,415.5,415.5,417.5,StopLoss,lower,415.5,-2.0
534,SYNGENE,2022-08-24 09:45:00,2022-08-24 11:45:00,606.45,600.0,2022-08-24 09:45:00,2022-08-24 11:45:00,600.0,606.45,600.0,606.45,StopLoss,upper,606.45,-6.4500000000000455
535,PRESTIGE,2022-08-24 10:15:00,2022-08-24 11:45:00,465.4,462.0,2022-08-24 10:15:00,2022-08-24 11:45:00,462.0,465.4,462.0,465.4,StopLoss,upper,465.4,-3.3999999999999773
536,CUB,2022-08-25 10:00:00,2022-08-25 10:45:00,184.0,183.25,2022-08-25 10:00:00,2022-08-25 10:45:00,183.25,184.0,183.25,184.0,StopLoss,upper,184.0,-0.75
537,UNIONBANK,2022-08-25 10:00:00,2022-08-25 14:15:00,42.6,42.15,2022-08-25 10:00:00,2022-08-25 14:15:00,42.15,42.6,42.15,42.6,StopLoss,upper,42.6,-0.45000000000000284
538,PEL,2022-08-25 10:15:00,2022-08-25 11:00:00,2039.0,2019.1,2022-08-25 10:15:00,2022-08-25 11:00:00,2019.1,2039.0,2019.1,2039.0,StopLoss,upper,2039.0,-19.90000000000009
539,RBLBANK,2022-08-25 10:15:00,2022-08-25 15:00:00,132.75,128.65,2022-08-25 10:15:00,2022-08-25 15:00:00,128.65,127.4,128.65,127.4,DayEnd,upper,132.75,1.25
541,DHANI,2022-08-26 09:45:00,2022-08-26 10:15:00,67.85,66.5,2022-08-26 09:45:00,2022-08-26 10:15:00,66.5,67.85,66.5,67.85,StopLoss,upper,67.85,-1.3499999999999943
543,TATAELXSI,2022-08-26 11:15:00,2022-08-26 10:00:00,9485.0,9435.0,2022-08-26 10:00:00,2022-08-26 11:15:00,9485.0,9435.0,9435.0,9485.0,StopLoss,lower,9435.0,-50.0
544,CUB,2022-08-29 15:00:00,2022-08-29 09:45:00,180.65,178.35,2022-08-29 09:45:00,2022-08-29 15:00:00,180.65,178.35,178.35,180.65,StopLoss,lower,178.35,-2.3000000000000114
545,TECHM,2022-08-29 15:00:00,2022-08-29 10:00:00,1031.45,1026.05,2022-08-29 10:00:00,2022-08-29 15:00:00,1031.45,1035.25,1035.25,1031.45,DayEnd,lower,1026.05,3.7999999999999545
546,INFY,2022-08-29 11:15:00,2022-08-29 10:00:00,1459.85,1456.45,2022-08-29 10:00:00,2022-08-29 11:15:00,1459.85,1456.45,1456.45,1459.85,StopLoss,lower,1456.45,-3.3999999999998636
547,IRCTC,2022-08-29 10:45:00,2022-08-29 10:00:00,692.6,689.1,2022-08-29 10:00:00,2022-08-29 10:45:00,692.6,689.1,689.1,692.6,StopLoss,lower,689.1,-3.5
548,HCLTECH,2022-08-29 15:00:00,2022-08-29 10:00:00,915.1,909.55,2022-08-29 10:00:00,2022-08-29 15:00:00,915.1,912.4,912.4,915.1,DayEnd,lower,909.55,-2.7000000000000455
549,INDUSINDBK,2022-08-30 10:15:00,2022-08-30 10:45:00,1092.2,1089.2,2022-08-30 10:15:00,2022-08-30 10:45:00,1089.2,1092.2,1089.2,1092.2,StopLoss,upper,1092.2,-3.0
550,FEDERALBNK,2022-08-30 10:00:00,2022-08-30 10:45:00,116.4,115.1,2022-08-30 10:00:00,2022-08-30 10:45:00,115.1,116.4,115.1,116.4,StopLoss,upper,116.4,-1.3000000000000114
551,JSWENERGY,2022-08-30 10:30:00,2022-08-30 11:30:00,338.65,335.6,2022-08-30 10:30:00,2022-08-30 11:30:00,335.6,338.65,335.6,338.65,StopLoss,upper,338.65,-3.0499999999999545
552,TVSMOTOR,2022-09-01 10:45:00,2022-09-01 15:00:00,1028.8,1025.0,2022-09-01 10:45:00,2022-09-01 15:00:00,1025.0,1015.0,1025.0,1015.0,DayEnd,upper,1028.8,10.0
554,PEL,2022-09-01 10:15:00,2022-09-01 10:00:00,1056.55,1051.05,2022-09-01 10:00:00,2022-09-01 10:15:00,1056.55,1051.05,1051.05,1056.55,StopLoss,lower,1051.05,-5.5
556,PIDILITIND,2022-09-02 10:00:00,2022-09-02 15:00:00,2892.0,2879.3,2022-09-02 10:00:00,2022-09-02 15:00:00,2879.3,2865.4,2879.3,2865.4,DayEnd,upper,2892.0,13.900000000000091
557,SYNGENE,2022-09-02 10:00:00,2022-09-02 15:00:00,609.8,605.45,2022-09-02 10:00:00,2022-09-02 15:00:00,605.45,596.9,605.45,596.9,DayEnd,upper,609.8,8.550000000000068
558,ESCORTS,2022-09-02 10:15:00,2022-09-02 11:15:00,2074.8,2057.3,2022-09-02 10:15:00,2022-09-02 11:15:00,2057.3,2074.8,2057.3,2074.8,StopLoss,upper,2074.8,-17.5
559,DHANI,2022-09-02 10:15:00,2022-09-02 15:00:00,71.8,71.5,2022-09-02 10:15:00,2022-09-02 15:00:00,71.5,70.05,71.5,70.05,DayEnd,upper,71.8,1.4500000000000028
560,YESBANK,2022-09-05 10:00:00,2022-09-05 15:00:00,17.05,16.95,2022-09-05 10:00:00,2022-09-05 15:00:00,16.95,16.7,16.95,16.7,DayEnd,upper,17.05,0.25
561,LALPATHLAB,2022-09-05 12:15:00,2022-09-05 09:45:00,2407.95,2388.85,2022-09-05 09:45:00,2022-09-05 12:15:00,2407.95,2388.85,2388.85,2407.95,StopLoss,lower,2388.85,-19.09999999999991
562,SHREECEM,2022-09-05 15:00:00,2022-09-05 09:45:00,20915.15,20813.0,2022-09-05 09:45:00,2022-09-05 15:00:00,20915.15,21229.7,21229.7,20915.15,DayEnd,lower,20813.0,314.5499999999993
564,VBL,2022-09-06 10:00:00,2022-09-06 10:30:00,1061.0,1053.65,2022-09-06 10:00:00,2022-09-06 10:30:00,1053.65,1061.0,1053.65,1061.0,StopLoss,upper,1061.0,-7.349999999999909
565,APOLLOTYRE,2022-09-06 10:15:00,2022-09-06 14:45:00,272.4,269.2,2022-09-06 10:15:00,2022-09-06 14:45:00,269.2,272.4,269.2,272.4,StopLoss,upper,272.4,-3.1999999999999886
566,NAUKRI,2022-09-06 15:00:00,2022-09-06 10:45:00,4195.95,4175.6,2022-09-06 10:45:00,2022-09-06 15:00:00,4195.95,4182.95,4182.95,4195.95,DayEnd,lower,4175.6,-13.0
567,WIPRO,2022-09-06 15:00:00,2022-09-06 10:30:00,402.3,401.5,2022-09-06 10:30:00,2022-09-06 15:00:00,402.3,404.65,404.65,402.3,DayEnd,lower,401.5,2.349999999999966
569,ACC,2022-09-07 10:00:00,2022-09-07 12:15:00,2429.9,2416.3,2022-09-07 10:00:00,2022-09-07 12:15:00,2416.3,2429.9,2416.3,2429.9,StopLoss,upper,2429.9,-13.599999999999909
570,GODREJIND,2022-09-07 10:30:00,2022-09-07 10:00:00,467.45,465.05,2022-09-07 10:00:00,2022-09-07 10:30:00,467.45,465.05,465.05,467.45,StopLoss,lower,465.05,-2.3999999999999773
571,INDIGO,2022-09-08 10:00:00,2022-09-08 09:45:00,1943.75,1926.1,2022-09-08 09:45:00,2022-09-08 10:00:00,1943.75,1926.1,1926.1,1943.75,StopLoss,lower,1926.1,-17.65000000000009
572,BHARTIARTL,2022-09-08 10:00:00,2022-09-08 15:00:00,775.55,769.7,2022-09-08 10:00:00,2022-09-08 15:00:00,769.7,769.75,769.7,769.75,DayEnd,upper,775.55,-0.049999999999954525
574,ASTRAL,2022-09-08 10:00:00,2022-09-08 15:00:00,2532.4,2504.7,2022-09-08 10:00:00,2022-09-08 15:00:00,2504.7,2476.2,2504.7,2476.2,DayEnd,upper,2532.4,28.5
575,CASTROLIND,2022-09-08 10:00:00,2022-09-08 10:45:00,117.0,116.8,2022-09-08 10:00:00,2022-09-08 10:45:00,116.8,117.0,116.8,117.0,StopLoss,upper,117.0,-0.20000000000000284
576,INDUSINDBK,2022-09-09 10:00:00,2022-09-09 15:00:00,1146.0,1142.65,2022-09-09 10:00:00,2022-09-09 15:00:00,1142.65,1136.95,1142.65,1136.95,DayEnd,upper,1146.0,5.7000000000000455
578,UPL,2022-09-09 10:15:00,2022-09-09 15:00:00,756.0,752.15,2022-09-09 10:15:00,2022-09-09 15:00:00,752.15,743.35,752.15,743.35,DayEnd,upper,756.0,8.799999999999955
579,ADANIPORTS,2022-09-09 10:15:00,2022-09-09 10:45:00,914.85,909.15,2022-09-09 10:15:00,2022-09-09 10:45:00,909.15,914.85,909.15,914.85,StopLoss,upper,914.85,-5.7000000000000455
580,IPCALAB,2022-09-09 10:15:00,2022-09-09 11:15:00,894.0,890.6,2022-09-09 10:15:00,2022-09-09 11:15:00,890.6,894.0,890.6,894.0,StopLoss,upper,894.0,-3.3999999999999773
581,NAVINFLUOR,2022-09-12 11:15:00,2022-09-12 13:00:00,4624.8,4586.75,2022-09-12 11:15:00,2022-09-12 13:00:00,4586.75,4624.8,4586.75,4624.8,StopLoss,upper,4624.8,-38.05000000000018
583,ENDURANCE,2022-09-13 10:15:00,2022-09-13 11:15:00,1514.5,1507.0,2022-09-13 10:15:00,2022-09-13 11:15:00,1507.0,1514.5,1507.0,1514.5,StopLoss,upper,1514.5,-7.5
584,DIXON,2022-09-13 10:00:00,2022-09-13 15:00:00,4637.5,4595.0,2022-09-13 10:00:00,2022-09-13 15:00:00,4595.0,4595.7,4595.0,4595.7,DayEnd,upper,4637.5,-0.6999999999998181
585,WHIRLPOOL,2022-09-13 10:15:00,2022-09-13 15:00:00,1823.0,1806.25,2022-09-13 10:15:00,2022-09-13 15:00:00,1806.25,1766.9,1806.25,1766.9,DayEnd,upper,1823.0,39.34999999999991
586,L_TFH,2022-09-13 10:30:00,2022-09-13 15:00:00,85.1,84.7,2022-09-13 10:30:00,2022-09-13 15:00:00,84.7,84.25,84.7,84.25,DayEnd,upper,85.1,0.45000000000000284
587,BAJAJFINSV,2022-09-13 10:00:00,2022-09-13 15:00:00,1823.6,1795.0,2022-09-13 10:00:00,2022-09-13 15:00:00,1795.0,1772.15,1795.0,1772.15,DayEnd,upper,1823.6,22.84999999999991
588,SIEMENS,2022-09-14 09:45:00,2022-09-14 10:45:00,3102.0,3051.05,2022-09-14 09:45:00,2022-09-14 10:45:00,3051.05,3102.0,3051.05,3102.0,StopLoss,upper,3102.0,-50.94999999999982
589,LTIM,2022-09-14 15:00:00,2022-09-14 10:00:00,4620.05,4601.5,2022-09-14 10:00:00,2022-09-14 15:00:00,4620.05,4624.4,4624.4,4620.05,DayEnd,lower,4601.5,4.349999999999454
590,HCLTECH,2022-09-14 10:30:00,2022-09-14 10:00:00,936.4,934.0,2022-09-14 10:00:00,2022-09-14 10:30:00,936.4,934.0,934.0,936.4,StopLoss,lower,934.0,-2.3999999999999773
591,MANAPPURAM,2022-09-14 11:00:00,2022-09-14 10:00:00,103.1,102.65,2022-09-14 10:00:00,2022-09-14 11:00:00,103.1,102.65,102.65,103.1,StopLoss,lower,102.65,-0.44999999999998863
593,MARUTI,2022-09-15 10:30:00,2022-09-15 15:00:00,9317.5,9261.0,2022-09-15 10:30:00,2022-09-15 15:00:00,9261.0,9221.65,9261.0,9221.65,DayEnd,upper,9317.5,39.350000000000364
594,IRCTC,2022-09-15 09:45:00,2022-09-15 15:00:00,737.0,726.7,2022-09-15 09:45:00,2022-09-15 15:00:00,726.7,723.8,726.7,723.8,DayEnd,upper,737.0,2.900000000000091
595,TATACONSUM,2022-09-16 11:15:00,2022-09-16 10:15:00,811.05,803.15,2022-09-16 10:15:00,2022-09-16 11:15:00,811.05,803.15,803.15,811.05,StopLoss,lower,803.15,-7.899999999999977
596,TECHM,2022-09-16 11:15:00,2022-09-16 10:15:00,1053.45,1047.8,2022-09-16 10:15:00,2022-09-16 11:15:00,1053.45,1047.8,1047.8,1053.45,StopLoss,lower,1047.8,-5.650000000000091
597,TCS,2022-09-16 11:00:00,2022-09-16 10:15:00,3042.35,3033.0,2022-09-16 10:15:00,2022-09-16 11:00:00,3042.35,3033.0,3033.0,3042.35,StopLoss,lower,3033.0,-9.349999999999909
598,HEROMOTOCO,2022-09-16 10:45:00,2022-09-16 10:15:00,2716.55,2705.0,2022-09-16 10:15:00,2022-09-16 10:45:00,2716.55,2705.0,2705.0,2716.55,StopLoss,lower,2705.0,-11.550000000000182
599,ULTRACEMCO,2022-09-19 15:00:00,2022-09-19 09:45:00,6400.0,6301.6,2022-09-19 09:45:00,2022-09-19 15:00:00,6400.0,6477.85,6477.85,6400.0,DayEnd,lower,6301.6,77.85000000000036
600,DHANI,2022-09-19 11:30:00,2022-09-19 09:45:00,53.15,52.6,2022-09-19 09:45:00,2022-09-19 11:30:00,53.15,52.6,52.6,53.15,StopLoss,lower,52.6,-0.5499999999999972
601,LTIM,2022-09-19 15:00:00,2022-09-19 09:45:00,4332.25,4281.9,2022-09-19 09:45:00,2022-09-19 15:00:00,4332.25,4356.5,4356.5,4332.25,DayEnd,lower,4281.9,24.25
602,GLAND,2022-09-19 15:00:00,2022-09-19 09:45:00,2269.25,2232.7,2022-09-19 09:45:00,2022-09-19 15:00:00,2269.25,2242.55,2242.55,2269.25,DayEnd,lower,2232.7,-26.699999999999818
603,LTTS,2022-09-19 11:00:00,2022-09-19 09:45:00,3410.0,3380.15,2022-09-19 09:45:00,2022-09-19 11:00:00,3410.0,3380.15,3380.15,3410.0,StopLoss,lower,3380.15,-29.84999999999991
604,TVSMOTOR,2022-09-20 10:45:00,2022-09-20 15:00:00,1084.55,1079.0,2022-09-20 10:45:00,2022-09-20 15:00:00,1079.0,1083.15,1079.0,1083.15,DayEnd,upper,1084.55,-4.150000000000091
605,FORTIS,2022-09-22 15:00:00,2022-09-22 11:45:00,258.7,253.15,2022-09-22 11:45:00,2022-09-22 15:00:00,258.7,264.7,264.7,258.7,DayEnd,lower,253.15,6.0
606,SBILIFE,2022-09-22 11:00:00,2022-09-22 10:45:00,1279.15,1273.1,2022-09-22 10:45:00,2022-09-22 11:00:00,1279.15,1273.1,1273.1,1279.15,StopLoss,lower,1273.1,-6.050000000000182
607,GAIL,2022-09-22 10:30:00,2022-09-22 09:45:00,88.3,87.85,2022-09-22 09:45:00,2022-09-22 10:30:00,88.3,87.85,87.85,88.3,StopLoss,lower,87.85,-0.45000000000000284
608,APOLLOHOSP,2022-09-23 09:45:00,2022-09-23 15:00:00,4691.6,4630.5,2022-09-23 09:45:00,2022-09-23 15:00:00,4630.5,4464.0,4630.5,4464.0,DayEnd,upper,4691.6,166.5
610,M_MFIN,2022-09-23 12:30:00,2022-09-23 10:15:00,200.45,196.65,2022-09-23 10:15:00,2022-09-23 12:30:00,200.45,196.65,196.65,200.45,StopLoss,lower,196.65,-3.799999999999983
611,POWERGRID,2022-09-26 15:00:00,2022-09-26 09:45:00,192.35,186.35,2022-09-26 09:45:00,2022-09-26 15:00:00,192.35,205.4,205.4,192.35,DayEnd,lower,186.35,13.050000000000011
612,VBL,2022-09-26 10:15:00,2022-09-26 10:00:00,1100.0,1096.15,2022-09-26 10:00:00,2022-09-26 10:15:00,1100.0,1096.15,1096.15,1100.0,StopLoss,lower,1096.15,-3.849999999999909
613,RBLBANK,2022-09-26 11:00:00,2022-09-26 10:30:00,114.45,112.8,2022-09-26 10:30:00,2022-09-26 11:00:00,114.45,112.8,112.8,114.45,StopLoss,lower,112.8,-1.6500000000000057
614,M_MFIN,2022-09-26 15:00:00,2022-09-26 10:30:00,180.0,177.3,2022-09-26 10:30:00,2022-09-26 15:00:00,180.0,183.85,183.85,180.0,DayEnd,lower,177.3,3.8499999999999943
615,ASTRAL,2022-09-27 15:00:00,2022-09-27 10:15:00,2160.0,2135.0,2022-09-27 10:15:00,2022-09-27 15:00:00,2160.0,2177.5,2177.5,2160.0,DayEnd,lower,2135.0,17.5
616,GODREJCP,2022-09-29 10:15:00,2022-09-29 15:00:00,919.0,913.6,2022-09-29 10:15:00,2022-09-29 15:00:00,913.6,904.5,913.6,904.5,DayEnd,upper,919.0,9.100000000000023
617,ASIANPAINT,2022-09-30 15:00:00,2022-09-30 10:00:00,3315.15,3285.25,2022-09-30 10:00:00,2022-09-30 15:00:00,3315.15,3359.65,3359.65,3315.15,DayEnd,lower,3285.25,44.5
618,AUROPHARMA,2022-10-03 10:30:00,2022-10-03 11:00:00,533.5,529.35,2022-10-03 10:30:00,2022-10-03 11:00:00,529.35,533.5,529.35,533.5,StopLoss,upper,533.5,-4.149999999999977
619,MGL,2022-10-03 14:30:00,2022-10-03 10:15:00,807.95,800.6,2022-10-03 10:15:00,2022-10-03 14:30:00,807.95,800.6,800.6,807.95,StopLoss,lower,800.6,-7.350000000000023
620,DLF,2022-10-06 10:00:00,2022-10-06 15:00:00,372.9,369.55,2022-10-06 10:00:00,2022-10-06 15:00:00,369.55,367.15,369.55,367.15,DayEnd,upper,372.9,2.400000000000034
622,BHARATFORG,2022-10-06 10:00:00,2022-10-06 11:15:00,772.2,765.0,2022-10-06 10:00:00,2022-10-06 11:15:00,765.0,772.2,765.0,772.2,StopLoss,upper,772.2,-7.2000000000000455
623,GODREJCP,2022-10-06 15:00:00,2022-10-06 10:00:00,848.75,840.15,2022-10-06 10:00:00,2022-10-06 15:00:00,848.75,852.55,852.55,848.75,DayEnd,lower,840.15,3.7999999999999545
624,JSWENERGY,2022-10-07 10:00:00,2022-10-07 13:15:00,339.95,337.1,2022-10-07 10:00:00,2022-10-07 13:15:00,337.1,339.95,337.1,339.95,StopLoss,upper,339.95,-2.849999999999966
625,TITAN,2022-10-07 10:00:00,2022-10-07 14:00:00,2728.85,2710.2,2022-10-07 10:00:00,2022-10-07 14:00:00,2710.2,2728.85,2710.2,2728.85,StopLoss,upper,2728.85,-18.65000000000009
626,INDIGO,2022-10-07 11:15:00,2022-10-07 10:00:00,1781.0,1772.0,2022-10-07 10:00:00,2022-10-07 11:15:00,1781.0,1772.0,1772.0,1781.0,StopLoss,lower,1772.0,-9.0
627,DALBHARAT,2022-10-07 10:00:00,2022-10-07 09:45:00,1531.0,1523.05,2022-10-07 09:45:00,2022-10-07 10:00:00,1531.0,1523.05,1523.05,1531.0,StopLoss,lower,1523.05,-7.9500000000000455
628,NAUKRI,2022-10-10 15:00:00,2022-10-10 10:15:00,3785.55,3771.9,2022-10-10 10:15:00,2022-10-10 15:00:00,3785.55,3799.0,3799.0,3785.55,DayEnd,lower,3771.9,13.449999999999818
629,HEROMOTOCO,2022-10-10 10:30:00,2022-10-10 10:00:00,2551.7,2543.05,2022-10-10 10:00:00,2022-10-10 10:30:00,2551.7,2543.05,2543.05,2551.7,StopLoss,lower,2543.05,-8.649999999999636
630,PEL,2022-10-10 15:00:00,2022-10-10 10:15:00,824.0,817.0,2022-10-10 10:15:00,2022-10-10 15:00:00,824.0,822.5,822.5,824.0,DayEnd,lower,817.0,-1.5
631,DIVISLAB,2022-10-11 12:30:00,2022-10-11 10:30:00,3594.95,3539.05,2022-10-11 10:30:00,2022-10-11 12:30:00,3594.95,3539.05,3539.05,3594.95,StopLoss,lower,3539.05,-55.899999999999636
632,OIL,2022-10-11 15:00:00,2022-10-11 10:00:00,185.9,184.65,2022-10-11 10:00:00,2022-10-11 15:00:00,185.9,188.0,188.0,185.9,DayEnd,lower,184.65,2.0999999999999943
633,LALPATHLAB,2022-10-11 10:30:00,2022-10-11 10:15:00,2339.7,2327.9,2022-10-11 10:15:00,2022-10-11 10:30:00,2339.7,2327.9,2327.9,2339.7,StopLoss,lower,2327.9,-11.799999999999727
634,TECHM,2022-10-14 10:15:00,2022-10-14 15:00:00,1049.9,1045.55,2022-10-14 10:15:00,2022-10-14 15:00:00,1045.55,1021.5,1045.55,1021.5,DayEnd,upper,1049.9,24.049999999999955
635,LTIM,2022-10-14 10:15:00,2022-10-14 15:00:00,4816.0,4788.05,2022-10-14 10:15:00,2022-10-14 15:00:00,4788.05,4661.65,4788.05,4661.65,DayEnd,upper,4816.0,126.40000000000055
638,TATAELXSI,2022-10-17 11:00:00,2022-10-17 10:00:00,7851.2,7788.25,2022-10-17 10:00:00,2022-10-17 11:00:00,7851.2,7788.25,7788.25,7851.2,StopLoss,lower,7788.25,-62.94999999999982
639,SHREECEM,2022-10-17 15:00:00,2022-10-17 10:00:00,20444.0,20302.0,2022-10-17 10:00:00,2022-10-17 15:00:00,20444.0,20928.85,20928.85,20444.0,DayEnd,lower,20302.0,484.84999999999854
640,OBEROIRLTY,2022-10-17 11:15:00,2022-10-17 09:45:00,879.15,864.75,2022-10-17 09:45:00,2022-10-17 11:15:00,879.15,864.75,864.75,879.15,StopLoss,lower,864.75,-14.399999999999977
641,M_M,2022-10-17 15:00:00,2022-10-17 09:45:00,1213.25,1201.5,2022-10-17 09:45:00,2022-10-17 15:00:00,1213.25,1234.9,1234.9,1213.25,DayEnd,lower,1201.5,21.65000000000009
643,TVSMOTOR,2022-10-18 10:30:00,2022-10-18 13:15:00,1118.95,1111.4,2022-10-18 10:30:00,2022-10-18 13:15:00,1111.4,1118.95,1111.4,1118.95,StopLoss,upper,1118.95,-7.5499999999999545
644,NAVINFLUOR,2022-10-18 10:00:00,2022-10-18 09:45:00,4385.0,4330.55,2022-10-18 09:45:00,2022-10-18 10:00:00,4385.0,4330.55,4330.55,4385.0,StopLoss,lower,4330.55,-54.44999999999982
645,HDFCAMC,2022-10-19 10:15:00,2022-10-19 14:15:00,1984.0,1977.0,2022-10-19 10:15:00,2022-10-19 14:15:00,1977.0,1984.0,1977.0,1984.0,StopLoss,upper,1984.0,-7.0
646,APOLLOTYRE,2022-10-19 10:30:00,2022-10-19 15:00:00,291.5,289.15,2022-10-19 10:30:00,2022-10-19 15:00:00,289.15,286.5,289.15,286.5,DayEnd,upper,291.5,2.6499999999999773
648,HDFC,2022-10-19 10:00:00,2022-10-19 15:00:00,2406.7,2397.3,2022-10-19 10:00:00,2022-10-19 15:00:00,2397.3,2382.35,2397.3,2382.35,DayEnd,upper,2406.7,14.950000000000273
651,HAVELLS,2022-10-20 15:00:00,2022-10-20 10:00:00,1210.0,1192.15,2022-10-20 10:00:00,2022-10-20 15:00:00,1210.0,1203.0,1203.0,1210.0,DayEnd,lower,1192.15,-7.0
652,INDUSINDBK,2022-10-20 10:30:00,2022-10-20 10:15:00,1170.5,1166.4,2022-10-20 10:15:00,2022-10-20 10:30:00,1170.5,1166.4,1166.4,1170.5,StopLoss,lower,1166.4,-4.099999999999909
653,TITAN,2022-10-20 15:00:00,2022-10-20 10:15:00,2600.75,2592.3,2022-10-20 10:15:00,2022-10-20 15:00:00,2600.75,2619.7,2619.7,2600.75,DayEnd,lower,2592.3,18.949999999999818
654,HINDUNILVR,2022-10-21 10:00:00,2022-10-21 11:30:00,2650.0,2640.05,2022-10-21 10:00:00,2022-10-21 11:30:00,2640.05,2650.0,2640.05,2650.0,StopLoss,upper,2650.0,-9.949999999999818
655,AXISBANK,2022-10-21 10:00:00,2022-10-21 10:45:00,875.3,871.6,2022-10-21 10:00:00,2022-10-21 10:45:00,871.6,875.3,871.6,875.3,StopLoss,upper,875.3,-3.699999999999932
656,MFSL,2022-10-21 15:00:00,2022-10-21 10:15:00,691.45,678.35,2022-10-21 10:15:00,2022-10-21 15:00:00,691.45,697.1,697.1,691.45,DayEnd,lower,678.35,5.649999999999977
658,JSWSTEEL,2022-10-25 10:00:00,2022-10-25 11:00:00,641.9,638.15,2022-10-25 10:00:00,2022-10-25 11:00:00,638.15,641.9,638.15,641.9,StopLoss,upper,641.9,-3.75
659,MCDOWELL-N,2022-10-25 10:00:00,2022-10-25 10:45:00,861.9,855.05,2022-10-25 10:00:00,2022-10-25 10:45:00,855.05,861.9,855.05,861.9,StopLoss,upper,861.9,-6.850000000000023
661,LAURUSLABS,2022-10-25 10:30:00,2022-10-25 10:00:00,457.1,450.6,2022-10-25 10:00:00,2022-10-25 10:30:00,457.1,450.6,450.6,457.1,StopLoss,lower,450.6,-6.5
662,TATASTEEL,2022-10-27 10:30:00,2022-10-27 15:00:00,104.65,104.25,2022-10-27 10:30:00,2022-10-27 15:00:00,104.25,103.85,104.25,103.85,DayEnd,upper,104.65,0.4000000000000057
663,TITAN,2022-10-27 10:00:00,2022-10-27 15:00:00,2747.2,2726.4,2022-10-27 10:00:00,2022-10-27 15:00:00,2726.4,2693.55,2726.4,2693.55,DayEnd,upper,2747.2,32.84999999999991
664,MGL,2022-10-27 10:00:00,2022-10-27 14:45:00,864.0,855.75,2022-10-27 10:00:00,2022-10-27 14:45:00,855.75,864.0,855.75,864.0,StopLoss,upper,864.0,-8.25
665,JSWSTEEL,2022-10-27 10:15:00,2022-10-27 11:00:00,673.25,669.0,2022-10-27 10:15:00,2022-10-27 11:00:00,669.0,673.25,669.0,673.25,StopLoss,upper,673.25,-4.25
